Transaction Date,Post Date,Description,Category,Type,Amount,Memo
12/12/2024,12/13/2024,MCDONALD'S F21687,Food & Drink,Sale,-18.39,
12/11/2024,12/13/2024,CALHOUN'S #105,Food & Drink,Sale,-154.70,
12/12/2024,12/13/2024,DOLLAR GENERAL #17460,Shopping,Sale,-30.73,
12/13/2024,12/13/2024,LEARNDOBECOME.COM,Professional Services,Sale,-25.00,
12/12/2024,12/13/2024,WAL-MART #672,Groceries,Sale,-22.62,
12/11/2024,12/12/2024,FOOD LION #1362,Groceries,Sale,-17.53,
12/11/2024,12/12/2024,CORNER 16 #118,Food & Drink,Sale,-76.10,
12/11/2024,12/12/2024,CORNER 16 #118,Food & Drink,Sale,-23.60,
12/11/2024,12/12/2024,SQ *DARLIN DOGGIE DO'S,Professional Services,Sale,-228.00,
12/10/2024,12/12/2024,LULULEMON KINGSTONPIKE,Shopping,Sale,-52.44,
12/09/2024,12/11/2024,SBARRO 642,Food & Drink,Sale,-15.26,
12/09/2024,12/11/2024,SEES CANDY 0351,Food & Drink,Sale,-35.40,
12/09/2024,12/11/2024,CHICK-FIL-A #00348,Food & Drink,Sale,-23.25,
12/10/2024,12/11/2024,HIBACHI FACTORY CA,Food & Drink,Sale,-27.13,
12/10/2024,12/11/2024,SP 10XHEALTHSYSTEM,Health & Wellness,Sale,-97.84,
12/09/2024,12/11/2024,LULULEMON WEST TOWN,Shopping,Sale,-149.13,
12/10/2024,12/11/2024,FOOD LION #1362,Groceries,Sale,-48.73,
12/09/2024,12/10/2024,PERSONALIZED ORNAMENTS,Shopping,Sale,-20.19,
12/09/2024,12/10/2024,AMAZON MKTPL*ZX6RO4NQ2,Shopping,Sale,-31.27,
12/09/2024,12/10/2024,Amazon.com*ZR1ZM5EF1,Shopping,Sale,-11.46,
12/09/2024,12/10/2024,BATH AND BODY WORKS 3567,Shopping,Sale,-87.18,
12/08/2024,12/10/2024,FOOD LION #1362,Groceries,Sale,-292.50,
12/09/2024,12/10/2024,CHIPOTLE 2165,Food & Drink,Sale,-15.68,
12/09/2024,12/10/2024,ALTAR'D ST REVIVAL #4001,Shopping,Sale,-54.63,
12/09/2024,12/10/2024,SQ *MARKETGROVE KNOXVILLE,Shopping,Sale,-54.62,
12/09/2024,12/10/2024,PALMETTO MOON - 23 KNOXVI,Shopping,Sale,-174.77,
12/09/2024,12/10/2024,Prime Video Channels,Shopping,Sale,-10.94,
12/09/2024,12/10/2024,AMAZON MKTPL*ZR30P8K70,Shopping,Sale,-105.35,
12/08/2024,12/09/2024,THE ULTIMATE HUMAN,Health & Wellness,Sale,-47.00,
12/07/2024,12/08/2024,BP#1202000PLANTATION MAR,Gas,Sale,-17.64,
12/06/2024,12/08/2024,AGENT FEE   8900883422896,Travel,Sale,-18.00,
12/06/2024,12/08/2024,DELTA AIR   0067164744568,Travel,Sale,-1087.62,
12/06/2024,12/08/2024,SHELL OIL 57546172800,Gas,Sale,-32.00,
12/07/2024,12/08/2024,SSP*Pickleville LLC,Entertainment,Sale,-6.59,
12/06/2024,12/08/2024,AMAZON MKTPL*ZR6PK0G52,Shopping,Sale,-54.86,
12/07/2024,12/08/2024,PetSmart,Shopping,Sale,-75.06,
12/06/2024,12/08/2024,PARIS NAIL SPA INC,Personal,Sale,-36.90,
12/06/2024,12/08/2024,PARIS NAIL SPA INC,Personal,Sale,-85.00,
12/06/2024,12/08/2024,SSP*Pickleville LLC,Entertainment,Sale,-6.59,
12/06/2024,12/08/2024,AWX*GuidingCross,Shopping,Sale,-21.98,
12/06/2024,12/06/2024,PURCHASE INTEREST CHARGE,Fees & Adjustments,Fee,-137.73,
12/05/2024,12/06/2024,BP#1202000PLANTATION MAR,Gas,Sale,-50.00,
12/05/2024,12/06/2024,BP#1202000PLANTATION MAR,Gas,Sale,-16.40,
12/05/2024,12/06/2024,KROGER #628,Groceries,Sale,-22.19,
12/06/2024,12/06/2024,UNDERCOVER SNACKS,Groceries,Sale,-25.49,
12/05/2024,12/06/2024,SP LIFEUNPLUGGED,Shopping,Sale,-33.64,
12/04/2024,12/06/2024,LOOPE POOL AND SPA  LLC,Home,Sale,-159.73,
12/03/2024,12/05/2024,CHICK-FIL-A #02847,Food & Drink,Sale,-23.40,
12/04/2024,12/05/2024,HERITAGE NUTRITION,Shopping,Sale,-9.21,
12/04/2024,12/05/2024,FOOD LION #1467,Groceries,Sale,-48.44,
12/04/2024,12/04/2024,AUTOMATIC PAYMENT - THANK,,Payment,535.00,
12/03/2024,12/04/2024,SSP*Pickleville LLC,Entertainment,Sale,-27.44,
12/03/2024,12/04/2024,SSP*Pickleville LLC,Entertainment,Sale,-5.49,
12/02/2024,12/04/2024,ZAXBY'S #15001,Food & Drink,Sale,-21.48,
12/03/2024,12/04/2024,BP#1202000PLANTATION MAR,Gas,Sale,-10.71,
12/03/2024,12/04/2024,KROGER FUEL #9628,Gas,Sale,-33.61,
12/03/2024,12/04/2024,Amazon.com*ZL3JK63D1,Shopping,Sale,-361.08,
12/04/2024,12/04/2024,ILMAKIAGENYC*Replenish,Shopping,Sale,-39.51,
12/02/2024,12/03/2024,BP#1202000PLANTATION MAR,Gas,Sale,-11.69,
12/02/2024,12/03/2024,KROGER #862,Groceries,Sale,-25.29,
12/02/2024,12/03/2024,KROGER #628,Groceries,Sale,-50.34,
12/02/2024,12/03/2024,CARE USA,Gifts & Donations,Sale,-30.00,
12/02/2024,12/03/2024,SP ALOHA,Groceries,Sale,-34.98,
12/02/2024,12/03/2024,SP ALOHA,Groceries,Sale,-49.48,
12/01/2024,12/02/2024,PAPA JOHN'S #0347,Food & Drink,Sale,-43.71,
11/30/2024,12/02/2024,METROPOLITAN KNOXVILLE AI,Travel,Sale,-110.00,
11/30/2024,12/02/2024,TACO BELL 0026837,Food & Drink,Sale,-24.95,
12/01/2024,12/02/2024,BP#1202000PLANTATION MAR,Gas,Sale,-7.12,
12/01/2024,12/02/2024,Amazon Digit*ZL93K03R0,Shopping,Sale,-8.75,
12/01/2024,12/01/2024,ANNUAL MEMBERSHIP FEE,Fees & Adjustments,Fee,-95.00,
11/29/2024,12/01/2024,GAYLORD ROCKIES RESORT,Travel,Sale,-86.80,
11/30/2024,12/01/2024,SKY MARKET CENTER B,Shopping,Sale,-5.72,
12/01/2024,12/01/2024,STARBUCKS 800-782-7282,Food & Drink,Sale,-10.00,
11/29/2024,12/01/2024,BUCKHORN EXCHANGE RES,Food & Drink,Sale,-519.06,
12/01/2024,12/01/2024,STARBUCKS 800-782-7282,Food & Drink,Sale,-10.00,
12/01/2024,12/01/2024,AMAZON MKTPL*ZL7Z97F40,Shopping,Sale,-14.81,
11/29/2024,12/01/2024,UNITED      0164452947552,Travel,Sale,-67.99,
11/29/2024,12/01/2024,1675 GAYLORD ROCKIES,Travel,Sale,-16.99,
11/30/2024,12/01/2024,GREETINGS FROM CO ST28,Shopping,Sale,-3.25,
11/29/2024,12/01/2024,UNITED      0164452947551,Travel,Sale,-67.99,
11/29/2024,12/01/2024,UNITED      0164452947935,Travel,Sale,-40.00,
11/29/2024,12/01/2024,UNITED      0164452947550,Travel,Sale,-67.99,
11/29/2024,12/01/2024,GAYLORD ROCKIES RESORT,Travel,Sale,-13.02,
11/29/2024,12/01/2024,UNITED      0164452947934,Travel,Sale,-40.00,
11/29/2024,12/01/2024,UNITED      0164452947549,Travel,Sale,-67.99,
11/29/2024,11/29/2024,SP ALOHA,Groceries,Sale,-55.98,
11/28/2024,11/29/2024,AQ DENVER RESTAURANT,Food & Drink,Sale,-271.34,
11/27/2024,11/28/2024,AQ DENVER PARKING,Travel,Sale,-8.00,
11/26/2024,11/28/2024,FOOD COURT TYS,Food & Drink,Sale,-22.80,
11/26/2024,11/27/2024,UNITED      0164452189025,Travel,Sale,-40.00,
11/26/2024,11/27/2024,SEES CANDIES DEN,Food & Drink,Sale,-43.51,
11/26/2024,11/27/2024,PY *Urbanex Pest Control,Home,Sale,-165.12,
11/26/2024,11/27/2024,UNITED      0164452189024,Travel,Sale,-40.00,
11/26/2024,11/27/2024,CHIPOTLE 4483,Food & Drink,Sale,-60.64,
11/27/2024,11/27/2024,STARBUCKS 800-782-7282,Food & Drink,Sale,-10.00,
11/27/2024,11/27/2024,STARBUCKS 800-782-7282,Food & Drink,Sale,-10.00,
11/25/2024,11/26/2024,WEIGELS #85 Q88,Gas,Sale,-34.00,
11/25/2024,11/26/2024,WAL-MART #672,Groceries,Sale,-116.53,
11/25/2024,11/26/2024,SP ESAS BEAUTY,Shopping,Sale,-76.26,
11/24/2024,11/26/2024,OLIVE GARDEN 0021844,Food & Drink,Sale,-98.33,
11/25/2024,11/26/2024,THE UPS STORE 3376,Personal,Sale,-35.49,
11/24/2024,11/25/2024,DOLLAR GENERAL #17460,Shopping,Sale,-28.37,
11/24/2024,11/25/2024,9611 Great Clips at Crabt,Personal,Sale,-105.95,
11/24/2024,11/25/2024,SSP*Pickleville LLC,Entertainment,Sale,-6.59,
11/24/2024,11/25/2024,ANC*ANCESTRY.COM,Bills & Utilities,Sale,-119.00,
11/23/2024,11/24/2024,CHEDDAR'S ZK 0202143,Food & Drink,Sale,-78.00,
11/23/2024,11/24/2024,SSP*Pickleville LLC,Entertainment,Sale,-6.59,
11/22/2024,11/24/2024,GROW,Personal,Sale,-345.34,
11/23/2024,11/24/2024,SSP*Pickleville LLC,Entertainment,Sale,-42.80,
11/23/2024,11/24/2024,Audible*ZK4GE5VE3,Bills & Utilities,Sale,-16.37,
11/21/2024,11/24/2024,CHICK-FIL-A #02847,Food & Drink,Sale,-21.02,
11/21/2024,11/24/2024,ISTORAGE 8333,Home,Sale,-280.00,
11/23/2024,11/24/2024,FOOD LION #1467,Groceries,Sale,-27.48,
11/22/2024,11/24/2024,BP#4435202LOCAL MARKET #,Gas,Sale,-47.00,
11/23/2024,11/24/2024,Prime Video *SG5OB8CX3,Shopping,Sale,-4.37,
11/21/2024,11/22/2024,KROGER #683,Groceries,Sale,-140.00,
11/21/2024,11/22/2024,PANDA EXPRESS 2908,Food & Drink,Sale,-29.96,
11/18/2024,11/20/2024,ROSS STORES #1117,Shopping,Sale,-7.67,
11/18/2024,11/20/2024,FIVE GUYS TN 0279 ECOMM,Food & Drink,Sale,-31.82,
11/17/2024,11/19/2024,CRACKER BARREL #494 ALCOA,Food & Drink,Sale,-6.57,
11/18/2024,11/19/2024,KROGER #628,Groceries,Sale,-52.30,
11/17/2024,11/19/2024,ROSS STORES #1117,Shopping,Sale,-31.80,
11/18/2024,11/19/2024,DOLLAR GENERAL #17460,Shopping,Sale,-3.29,
11/18/2024,11/19/2024,AMAZON MKTPL*VI2KM1UI3,Shopping,Sale,-71.33,
11/18/2024,11/19/2024,ASHI EXPRESS JAPANESE GRI,Food & Drink,Sale,-64.26,
11/19/2024,11/19/2024,SP LOVE IN FAITH,Shopping,Sale,-64.50,
11/16/2024,11/18/2024,HERITAGE NUTRITION,Shopping,Sale,-29.54,
11/17/2024,11/18/2024,OPENAI *CHATGPT SUBSCR,Shopping,Sale,-21.95,
11/16/2024,11/18/2024,LULULEMON WEST TOWN,Shopping,Sale,-144.21,
11/16/2024,11/18/2024,THE QUEST MOVEMENT,Personal,Sale,-53.32,
11/15/2024,11/17/2024,Rocky Top Waffles,Food & Drink,Sale,-34.25,
11/16/2024,11/17/2024,KROGER FUEL #9683,Gas,Sale,-28.01,
11/16/2024,11/17/2024,KROGER #862,Groceries,Sale,-105.40,
11/15/2024,11/17/2024,FOOD LION #1362,Groceries,Sale,-199.14,
11/14/2024,11/15/2024,FIELDHOUSE SOCIAL,Food & Drink,Sale,-54.79,
11/14/2024,11/15/2024,FIREBIRDS KNOXVILLE,Food & Drink,Sale,-45.96,
11/15/2024,11/15/2024,Prime Video Channels,Shopping,Sale,-14.22,
11/14/2024,11/15/2024,EXXON EZ STOP #22,Gas,Sale,-9.63,
11/13/2024,11/14/2024,DOLLAR GENERAL #13895,Shopping,Sale,-24.71,
11/12/2024,11/13/2024,BP#1202000PLANTATION MAR,Gas,Sale,-5.36,
11/11/2024,11/13/2024,CHICK-FIL-A #02847,Food & Drink,Sale,-31.27,
11/13/2024,11/13/2024,LEARNDOBECOME.COM,Professional Services,Sale,-25.00,
11/11/2024,11/12/2024,KROGER #628,Groceries,Sale,-32.35,
11/11/2024,11/12/2024,SQ *THE SPOT NUTRITION,Food & Drink,Sale,-22.00,
11/10/2024,11/11/2024,BP#1202000PLANTATION MAR,Gas,Sale,-36.14,
11/10/2024,11/11/2024,FOOD LION #1362,Groceries,Sale,-167.49,
11/10/2024,11/11/2024,SQ *THE FRENCH MARKET DOW,Food & Drink,Sale,-111.07,
11/10/2024,11/11/2024,PetSmart,Shopping,Sale,-75.06,
11/09/2024,11/10/2024,Prime Video Channels,Shopping,Sale,-10.94,
11/08/2024,11/10/2024,FOOD LION #1362,Groceries,Sale,-27.48,
11/08/2024,11/10/2024,ZAXBY'S #15001,Food & Drink,Sale,-20.20,
11/08/2024,11/10/2024,THE ULTIMATE HUMAN,Health & Wellness,Sale,-47.00,
11/09/2024,11/10/2024,KICKBACK JACKS 54,Food & Drink,Sale,-80.38,
11/09/2024,11/10/2024,KROGER FUEL #9683,Gas,Sale,-28.00,
11/08/2024,11/10/2024,HERITAGE NUTRITION,Shopping,Sale,-43.97,
11/08/2024,11/10/2024,GOODSTOP #4221,Gas,Sale,-24.85,
11/08/2024,11/10/2024,FOOD LION #1467,Groceries,Sale,-22.61,
11/08/2024,11/10/2024,ZAZZLE INC,Shopping,Sale,-152.55,
11/09/2024,11/10/2024,BRUSTER'S #366,Food & Drink,Sale,-17.60,
11/08/2024,11/10/2024,BUC-EE'S #45,Groceries,Sale,-19.24,
11/07/2024,11/08/2024,BRENZ PIZZA COMPANY - ECO,Food & Drink,Sale,-24.75,
11/07/2024,11/07/2024,PURCHASE INTEREST CHARGE,Fees & Adjustments,Fee,-483.03,
11/06/2024,11/07/2024,BP#1202000PLANTATION MAR,Gas,Sale,-85.00,
11/06/2024,11/07/2024,BP#1202000PLANTATION MAR,Gas,Sale,-19.24,
11/06/2024,11/07/2024,AMAZON MKTPL*TT4FG8BU3,Shopping,Sale,-41.69,
11/06/2024,11/07/2024,AMAZON MKTPL*M851N9V13,Shopping,Sale,-48.26,
11/04/2024,11/06/2024,CORNER 16 #118,Food & Drink,Sale,-59.98,
11/05/2024,11/06/2024,HIBACHI FACTORY CA,Food & Drink,Sale,-27.13,
11/04/2024,11/06/2024,CORNER 16 #118,Food & Drink,Sale,-47.78,
11/03/2024,11/05/2024,FOOD LION #1362,Groceries,Sale,-232.34,
11/03/2024,11/05/2024,PURE NAIL BAR,Personal,Sale,-31.20,
11/04/2024,11/05/2024,SP BODYHEALTH.COM LL,Groceries,Sale,-41.93,
11/02/2024,11/04/2024,BLAZE PIZZA #1296,Food & Drink,Sale,-35.71,
11/03/2024,11/04/2024,WAL-MART #676,Groceries,Sale,-76.94,
11/02/2024,11/03/2024,Payment Thank You-Mobile,,Payment,35000.00,
11/02/2024,11/03/2024,PETSMART # 1726,Shopping,Sale,-44.74,
11/02/2024,11/03/2024,SP ALOHA,Groceries,Sale,-94.01,
11/01/2024,11/03/2024,DOLLAR GENERAL #13895,Shopping,Sale,-28.97,
11/01/2024,11/03/2024,TST*BURGER STATION 120,Food & Drink,Sale,-90.22,
11/01/2024,11/03/2024,BLAZE PIZZA TURKEY CREEK,Food & Drink,Sale,-27.61,
10/30/2024,11/01/2024,SHELL OIL 57546172800,Gas,Sale,-30.00,
10/30/2024,11/01/2024,CHICK-FIL-A #02847,Food & Drink,Sale,-20.58,
10/30/2024,11/01/2024,ZAXBY'S #15001,Food & Drink,Sale,-25.36,
10/30/2024,10/31/2024,SQ *DARLIN DOGGIE DO'S,Professional Services,Sale,-240.00,
10/31/2024,10/31/2024,SP LOVE IN FAITH,Shopping,Sale,-45.83,
10/29/2024,10/30/2024,TEXAS ROADHOUSE #2033,Food & Drink,Sale,-42.34,
10/29/2024,10/30/2024,SWEET FROG 300389,Food & Drink,Sale,-43.17,
10/28/2024,10/29/2024,WALMART.COM 8009256278,Shopping,Sale,-168.42,
10/27/2024,10/29/2024,Quick Mag,Home,Sale,-26.95,
10/28/2024,10/29/2024,AMAZON MKTPL*WS1L43FK3,Shopping,Sale,-32.91,
10/28/2024,10/29/2024,AMAZON MKTPL*WG6B67OK3,Shopping,Sale,-32.91,
10/28/2024,10/29/2024,MCDONALD'S F3205,Food & Drink,Sale,-8.51,
10/28/2024,10/29/2024,KROGER #628,Groceries,Sale,-50.13,
10/27/2024,10/28/2024,WASABI JAPANESE STEAKHOU,Food & Drink,Sale,-115.79,
10/27/2024,10/28/2024,BP#1202000PLANTATION MAR,Gas,Sale,-7.12,
10/26/2024,10/28/2024,TACO BELL #037194,Food & Drink,Sale,-30.60,
10/27/2024,10/28/2024,CHIPOTLE 4483,Food & Drink,Sale,-38.47,
10/27/2024,10/28/2024,WAL-MART #672,Groceries,Sale,-13.98,
10/26/2024,10/27/2024,BP#1202000PLANTATION MAR,Gas,Sale,-18.49,
10/25/2024,10/27/2024,BRUSTER'S #366,Food & Drink,Sale,-34.84,
10/25/2024,10/27/2024,BP#1202000PLANTATION MAR,Gas,Sale,-5.03,
10/24/2024,10/27/2024,KWIKCHECK MARKET,Gas,Sale,-28.00,
10/24/2024,10/27/2024,OLIVE GARDEN ZK 0021844,Food & Drink,Sale,-131.98,
10/25/2024,10/27/2024,Rocky Top Waffles,Food & Drink,Sale,-26.00,
10/26/2024,10/27/2024,KFC J718107,Food & Drink,Sale,-30.99,
10/26/2024,10/27/2024,BP#1202000PLANTATION MAR,Gas,Sale,-68.48,
10/25/2024,10/27/2024,HERITAGE NUTRITION,Shopping,Sale,-40.57,
10/24/2024,10/25/2024,Rocky Top Waffles,Food & Drink,Sale,-31.50,
10/24/2024,10/25/2024,WEIGELS #100,Gas,Sale,-7.86,
10/24/2024,10/25/2024,Subway 13513,Food & Drink,Sale,-9.59,
10/21/2024,10/24/2024,ISTORAGE 8333,Home,Sale,-280.00,
10/23/2024,10/24/2024,Audible*E29M22O33,Bills & Utilities,Sale,-16.37,
10/23/2024,10/24/2024,BRENZ PIZZA COMPANY - ECO,Food & Drink,Sale,-26.04,
10/22/2024,10/24/2024,DOUBLE DOGS TN  LLC -,Food & Drink,Sale,-229.47,
10/21/2024,10/22/2024,KROGER #628,Groceries,Sale,-19.60,
10/21/2024,10/22/2024,AMAZON MKTPL*K87DF3CD3,Shopping,Sale,-39.50,
10/20/2024,10/21/2024,EARTHBREEZE.COM,Personal,Sale,-12.00,
10/19/2024,10/21/2024,TRAVIS MARINE,Shopping,Sale,-489.36,
10/17/2024,10/20/2024,FOOD LION #1362,Groceries,Sale,-169.00,
10/18/2024,10/20/2024,L2G*TN DEPT SAFETY � 866-,Bills & Utilities,Sale,-12.00,
10/17/2024,10/20/2024,KWIKCHECK MARKET,Gas,Sale,-31.00,
10/18/2024,10/20/2024,AMAZON MKTPL*M36AR6JD3,Shopping,Sale,-19.72,
10/18/2024,10/20/2024,WWP*ARROW EXTERMINATORS I,Home,Sale,-308.00,
10/16/2024,10/18/2024,BURGER KING #5873,Food & Drink,Sale,-18.96,
10/17/2024,10/18/2024,OPENAI *CHATGPT SUBSCR,Shopping,Sale,-21.95,
10/16/2024,10/17/2024,SPEEDWAY 07147 ATHENS TN,Gas,Sale,-76.43,
10/16/2024,10/17/2024,BRENZ PIZZA COMPANY - ECO,Food & Drink,Sale,-25.38,
10/15/2024,10/17/2024,CHICK-FIL-A #02847,Food & Drink,Sale,-19.38,
10/15/2024,10/16/2024,WALGREENS #15906,Health & Wellness,Sale,-26.00,
10/15/2024,10/16/2024,Prime Video Channels,Shopping,Sale,-14.22,
10/15/2024,10/16/2024,EXXON EZ STOP #03,Gas,Sale,-38.98,
10/15/2024,10/16/2024,WALGREENS #15906,Health & Wellness,Sale,-3.00,
10/15/2024,10/16/2024,MCDONALD'S F4167,Food & Drink,Sale,-19.00,
10/15/2024,10/16/2024,TST*BURGER STATION 120,Food & Drink,Sale,-78.92,
10/14/2024,10/15/2024,KROGER #862,Groceries,Sale,-10.95,
10/14/2024,10/15/2024,WAL-MART #676,Groceries,Sale,-17.76,
10/14/2024,10/15/2024,KROGER #862,Groceries,Sale,-4.79,
10/13/2024,10/14/2024,DOLLAR GENERAL #17460,Shopping,Sale,-1.92,
10/13/2024,10/14/2024,LEARNDOBECOME.COM,Professional Services,Sale,-25.00,
10/13/2024,10/14/2024,PetSmart,Shopping,Sale,-75.06,
10/12/2024,10/14/2024,FOOD LION #1362,Groceries,Sale,-190.00,
10/11/2024,10/13/2024,BP#1202000PLANTATION MAR,Gas,Sale,-20.04,
10/11/2024,10/13/2024,EXXON ROCKY TOP MARKET,Gas,Sale,-34.01,
10/12/2024,10/13/2024,THE SHOPPES AT HOMESPUN,Shopping,Sale,-116.41,
10/11/2024,10/13/2024,TACO BELL 35461,Food & Drink,Sale,-15.26,
10/10/2024,10/11/2024,MCDONALD'S F32703,Food & Drink,Sale,-16.00,
10/10/2024,10/11/2024,SP 10XHEALTHSYSTEM,Health & Wellness,Sale,-97.84,
10/09/2024,10/10/2024,DOLLAR GENERAL #17460,Shopping,Sale,-11.69,
10/09/2024,10/10/2024,Amazon.com*7N7OQ2HS3,Shopping,Sale,-39.01,
10/08/2024,10/10/2024,TST*LOS PRIMOS,Food & Drink,Sale,-224.61,
10/09/2024,10/10/2024,SP TOUPSCO,Shopping,Sale,-111.95,
