Transaction Date,Post Date,Description,Category,Type,Amount,Memo
06/05/2025,06/06/2025,Glam Hotel FrontDesk,Travel,Sale,-64.05,
06/05/2025,06/06/2025,CENTRAL STATION SRL,Food & Drink,Sale,-258.48,
06/05/2025,06/06/2025,Coop Pronto Chur,Groceries,Sale,-14.94,
06/04/2025,06/06/2025,SBB Brig WC,Travel,Sale,-1.23,
06/05/2025,06/06/2025,APPLE.COM/BILL,Shopping,Sale,-0.54,
06/05/2025,06/06/2025,heybowl,Food & Drink,Sale,-24.49,
06/05/2025,06/06/2025,STARBUCKS,Food & Drink,Sale,-11.39,
06/04/2025,06/05/2025,HOTEL METROPOLE AG,Travel,Sale,-17.17,
06/04/2025,06/05/2025,Amavita Chur 10239,Health & Wellness,Sale,-6.62,
06/04/2025,06/05/2025,SBB Brig WC,Travel,Sale,-1.23,
06/04/2025,06/05/2025,heybowl,Food & Drink,Sale,-73.57,
06/03/2025,06/05/2025,Giannino Cafe 1899,Food & Drink,Sale,-41.08,
06/04/2025,06/05/2025,Panoramic Gourmet AG,Food & Drink,Sale,-118.76,
06/04/2025,06/05/2025,Bahnhofkiosk,Groceries,Sale,-9.20,
06/04/2025,06/05/2025,Konditorei Felder,Food & Drink,Sale,-20.85,
06/04/2025,06/05/2025,HOTEL METROPOLE AG,Travel,Sale,-22.69,
06/04/2025,06/04/2025,GOOGLE *YouTube TV,Entertainment,Sale,-90.87,
06/03/2025,06/04/2025,Jungfrau Gastronomie AG,Travel,Sale,-29.19,
06/03/2025,06/04/2025,HOOTERS Interlaken GmbH,Food & Drink,Sale,-169.12,
06/03/2025,06/04/2025,alscher.swiss gmbh,Shopping,Sale,-389.99,
06/03/2025,06/04/2025,Swiss Alpine Shop GmbH,Shopping,Sale,-56.41,
06/03/2025,06/04/2025,Wyss-Souvenirs,Shopping,Sale,-83.39,
06/03/2025,06/04/2025,Coop-5653 Grindelwald Ter,Groceries,Sale,-9.01,
06/03/2025,06/04/2025,SUMUP  *FOODPOINT 02 GMBH,Food & Drink,Sale,-63.77,
06/03/2025,06/04/2025,Lindt  Spruengli Schweiz,Groceries,Sale,-47.49,
06/03/2025,06/04/2025,PetSmart,Shopping,Sale,-81.32,
06/03/2025,06/04/2025,Jungfrau Shopping AG,Travel,Sale,-38.14,
06/03/2025,06/03/2025,Payment Thank You-Mobile,,Payment,5000.00,
06/02/2025,06/03/2025,VITO SBB,Food & Drink,Sale,-26.92,
06/02/2025,06/03/2025,Brezelkonig AG,Food & Drink,Sale,-24.10,
06/01/2025,06/03/2025,LA TOUR MONDIALE2955976,Groceries,Sale,-34.18,
06/02/2025,06/03/2025,GATE GOURMET HE 4058443,Food & Drink,Sale,-10.25,
06/02/2025,06/03/2025,SAS HOTEL ROYAL MAGENTA,Travel,Sale,-77.01,
06/02/2025,06/03/2025,HOTEL METROPOLE AG,Travel,Sale,-180.58,
06/02/2025,06/03/2025,UBER   *TRIP,Travel,Sale,-42.82,
06/02/2025,06/03/2025,LS Victoria Jungfrau G,Food & Drink,Sale,-31.72,
06/02/2025,06/03/2025,SBB Basel WC,Travel,Sale,-1.83,
06/02/2025,06/03/2025,Sutter Begg Rail City,Food & Drink,Sale,-7.32,
06/02/2025,06/03/2025,UBER   *TRIP,Travel,Sale,-5.70,
06/01/2025,06/03/2025,BASILIQUE SC,Gifts & Donations,Sale,-18.23,
06/01/2025,06/02/2025,LE PETIT BOURDO 4251948,Food & Drink,Sale,-46.71,
05/31/2025,06/02/2025,TITI PARISIEN,Food & Drink,Sale,-18.23,
05/31/2025,06/02/2025,TITI PARISIEN,Food & Drink,Sale,-18.23,
05/31/2025,06/02/2025,TITI PARISIEN,Food & Drink,Sale,-36.23,
06/01/2025,06/02/2025,MONOPRIX 4704,Groceries,Sale,-6.84,
05/31/2025,06/02/2025,TITI PARISIEN,Food & Drink,Sale,-4.56,
06/01/2025,06/02/2025,WAKE CAFE       4268854,Personal,Sale,-104.81,
06/01/2025,06/02/2025,WAKE CAFE       4268854,Personal,Sale,-43.86,
06/01/2025,06/02/2025,Amazon Digit*NN3H84WD0,Shopping,Sale,-8.75,
05/31/2025,06/02/2025,TITI PARISIEN,Food & Drink,Sale,-120.19,
05/31/2025,06/01/2025,Leonie 1610,Food & Drink,Sale,-14.58,
05/30/2025,06/01/2025,PETLABCO,Shopping,Sale,-64.88,
05/31/2025,06/01/2025,REST TOUR EIFFE 4884643,Food & Drink,Sale,-38.73,
05/31/2025,06/01/2025,SETE TOUR EIFFEL,Entertainment,Sale,-65.85,
05/31/2025,06/01/2025,MONOPRIX 4704,Groceries,Sale,-31.66,
05/30/2025,06/01/2025,SUMUP  *REIN MCSN7Q42,Food & Drink,Sale,-15.94,
05/31/2025,06/01/2025,LES AMOURS IN P 4288560,Food & Drink,Sale,-142.40,
05/30/2025,06/01/2025,BATEAUX PARISIE 4018135,Food & Drink,Sale,-35.32,
05/29/2025,05/30/2025,DELICES GALERIE,Food & Drink,Sale,-70.01,
05/29/2025,05/30/2025,APPLE.COM/BILL,Shopping,Sale,-40.33,
05/30/2025,05/30/2025,RITUAL (RITUAL.COM),Groceries,Sale,-42.80,
05/29/2025,05/30/2025,SELECTA SAS,Groceries,Sale,-2.84,
05/29/2025,05/30/2025,SELECTA SAS,Groceries,Sale,-2.50,
05/28/2025,05/29/2025,OVERLORD MUSEUM,Entertainment,Sale,-98.17,
05/28/2025,05/29/2025,OVERLORD MUSEUM,Entertainment,Sale,-142.50,
05/27/2025,05/28/2025,BIJOUX GUIDEL,Shopping,Sale,-40.96,
05/27/2025,05/28/2025,Pokawa - Quimper,Food & Drink,Sale,-81.80,
05/28/2025,05/28/2025,VZWRLSS*APOCC VISE,Bills & Utilities,Sale,-370.95,
05/26/2025,05/27/2025,CORNOUAILLE,Home,Sale,-7.74,
05/26/2025,05/27/2025,LILALILOU,Home,Sale,-22.64,
05/26/2025,05/27/2025,TRISKELL,Home,Sale,-25.83,
05/26/2025,05/27/2025,TRISKELL,Home,Sale,-10.81,
05/23/2025,05/26/2025,CHEF GEOFFS,Food & Drink,Sale,-47.01,
05/24/2025,05/26/2025,BRIOCHE DOREE   2961731,Food & Drink,Sale,-15.93,
05/23/2025,05/26/2025,RUBY TUESDAY 4246,Food & Drink,Sale,-50.27,
05/24/2025,05/25/2025,ROUX,Groceries,Sale,-3.19,
05/23/2025,05/25/2025,AMAZON MKTPLACE PMTS,Shopping,Return,40.60,
05/22/2025,05/25/2025,KRYSTAL KNX018,Food & Drink,Sale,-7.89,
05/23/2025,05/25/2025,TYS KNOXVILE MKTPLACE,Shopping,Sale,-17.90,
05/24/2025,05/25/2025,ANC*ANCESTRY.COM,Bills & Utilities,Sale,-119.00,
05/21/2025,05/25/2025,ISTORAGE 8333,Home,Sale,-280.00,
05/23/2025,05/25/2025,TYS KNOXVILE MKTPLACE,Shopping,Sale,-25.22,
05/22/2025,05/23/2025,PARIS NAIL SPA INC,Personal,Sale,-90.90,
05/22/2025,05/23/2025,ELLIOTTS BOOTS MARYVILLE,Shopping,Sale,-142.68,
05/22/2025,05/23/2025,BP#1202000PLANTATION MAR,Gas,Sale,-35.02,
05/22/2025,05/23/2025,WAL-MART #672,Groceries,Sale,-111.21,
05/22/2025,05/23/2025,SSP*Pickleville LLC,Entertainment,Sale,-42.80,
05/22/2025,05/23/2025,PAPA JOHN'S #0347,Food & Drink,Sale,-16.95,
05/22/2025,05/23/2025,DOLLAR GENERAL #17460,Shopping,Sale,-21.07,
05/22/2025,05/23/2025,APPLE.COM/BILL,Shopping,Sale,-2.99,
05/22/2025,05/23/2025,AMAZON MKTPL*NZ9JI1PU1,Shopping,Sale,-7.67,
05/22/2025,05/23/2025,Rocky Top Waffles,Food & Drink,Sale,-28.50,
05/21/2025,05/22/2025,AMAZON MKTPL*NZ3037JS1,Shopping,Sale,-38.40,
05/22/2025,05/22/2025,Two Doors Down,Food & Drink,Sale,-14.98,
05/21/2025,05/22/2025,AMAZON MKTPL*NN49V6LB2,Shopping,Sale,-56.56,
05/21/2025,05/22/2025,Two Doors Down,Food & Drink,Sale,-49.02,
05/21/2025,05/22/2025,AMAZON MKTPL*NN1A604Y2,Shopping,Sale,-7.67,
05/21/2025,05/22/2025,WALMART.COM,Shopping,Sale,-85.89,
05/21/2025,05/22/2025,9611 Great Clips at Crabt,Personal,Sale,-24.00,
05/21/2025,05/22/2025,TST* RICHY KREME DONUTS,Food & Drink,Sale,-42.56,
05/21/2025,05/22/2025,WALMART.COM,Shopping,Sale,-2.97,
05/20/2025,05/22/2025,CHICK-FIL-A #02847,Food & Drink,Sale,-26.91,
05/21/2025,05/22/2025,CAVENDER BOOTCITY 92,Shopping,Sale,-222.82,
05/21/2025,05/22/2025,WALMART.COM,Shopping,Sale,-52.02,
05/20/2025,05/21/2025,PANDA EXPRESS 2908,Food & Drink,Sale,-29.00,
05/20/2025,05/21/2025,ATMOS ENERGY,Bills & Utilities,Sale,-26.86,
05/20/2025,05/21/2025,KROGER FUEL #9683,Gas,Sale,-41.72,
05/18/2025,05/21/2025,IISSABRZYKC,Shopping,Sale,-77.51,
05/19/2025,05/21/2025,MMS-UNIV OF TENNESSEE,Food & Drink,Sale,-9.68,
05/19/2025,05/20/2025,AMAZON MKTPL*NZ5JL3KV2,Shopping,Sale,-40.60,
05/19/2025,05/20/2025,AMAZON MKTPL*NW3314S60,Shopping,Sale,-76.80,
05/19/2025,05/20/2025,ATT*BILL PAYMENT,Bills & Utilities,Sale,-117.68,
05/19/2025,05/20/2025,SQ *DARLIN DOGGIE DO'S,Professional Services,Sale,-228.00,
05/18/2025,05/19/2025,AMAZON MKTPL*NW2LT2BO0,Shopping,Sale,-16.78,
05/18/2025,05/19/2025,AMAZON MKTPL*NW3AV3QO0,Shopping,Sale,-38.40,
05/17/2025,05/19/2025,FOOD LION #1362,Groceries,Sale,-201.79,
05/17/2025,05/18/2025,PAYYOURSELFBACK CREDIT,Fees & Adjustments,Adjustment,196.23,
05/16/2025,05/18/2025,APPLE.COM/BILL,Shopping,Sale,-2.99,
05/15/2025,05/18/2025,CHICK-FIL-A #02847,Food & Drink,Sale,-69.07,
05/17/2025,05/18/2025,CHICKEN SALAD CHICK 10,Food & Drink,Sale,-13.15,
05/16/2025,05/18/2025,AMAZON MKTPL*NZ99540W2,Shopping,Sale,-288.40,
05/17/2025,05/18/2025,TARGET        00012500,Shopping,Sale,-227.18,
05/16/2025,05/18/2025,SXM*SIRIUSXM.COM/ACCT,Bills & Utilities,Sale,-27.42,
05/17/2025,05/18/2025,TM *BRANDON LAKE - KIN,Entertainment,Sale,-324.75,
05/17/2025,05/18/2025,TM *CROWDER GRACE  GLO,Entertainment,Sale,-507.73,
05/17/2025,05/18/2025,BP#1202000PLANTATION MAR,Gas,Sale,-11.18,
05/17/2025,05/18/2025,Prime Video *NW51T9XR1,Shopping,Sale,-3.93,
05/17/2025,05/18/2025,OPENAI *CHATGPT SUBSCR,Shopping,Sale,-21.95,
05/15/2025,05/16/2025,OSAKA JAPANESE GRILL,Food & Drink,Sale,-63.62,
05/15/2025,05/16/2025,Prime Video *NW1FB2JB0,Shopping,Sale,-4.37,
05/15/2025,05/16/2025,FOOD LION #1362,Groceries,Sale,-40.60,
05/15/2025,05/16/2025,Prime Video Channels,Shopping,Sale,-14.22,
05/13/2025,05/15/2025,CHICK-FIL-A #02847,Food & Drink,Sale,-30.27,
05/14/2025,05/15/2025,AMAZON MKTPL*NW3MA2C11,Shopping,Sale,-10.96,
05/15/2025,05/15/2025,AMAZON MKTPL*NW37404Z0,Shopping,Sale,-19.74,
05/14/2025,05/15/2025,Prime Video *NW5NF2CL1,Shopping,Sale,-4.15,
05/14/2025,05/15/2025,SP DOG IS HUMAN,Shopping,Sale,-85.82,
05/12/2025,05/15/2025,FULLFOCUSPL,Shopping,Sale,-43.28,
05/13/2025,05/14/2025,AMAZON MKTPL*NI0MQ0701,Shopping,Sale,-47.18,
05/12/2025,05/14/2025,FOOD LION #1362,Groceries,Sale,-162.26,
05/13/2025,05/14/2025,AMAZON MKTPL*NW5460UK2,Shopping,Sale,-32.91,
05/11/2025,05/13/2025,CELLULAR SALES KX-WM,Shopping,Sale,-131.07,
05/13/2025,05/13/2025,LEARNDOBECOME.COM,Professional Services,Sale,-25.00,
05/12/2025,05/13/2025,PURE NAIL BAR,Personal,Sale,-199.20,
05/12/2025,05/13/2025,Prime Video *NI3UM36K1,Shopping,Sale,-4.15,
05/13/2025,05/13/2025,Prime Video *NI4M40DE1,Shopping,Sale,-4.15,
05/11/2025,05/12/2025,PALMETTO MOON - 23 KNOXVI,Shopping,Sale,-126.66,
05/11/2025,05/12/2025,Amazon Digit*NW7BK4H52,Shopping,Sale,-13.14,
05/10/2025,05/12/2025,BLUE MOOSE - ALCOA,Food & Drink,Sale,-152.32,
05/11/2025,05/12/2025,FOOD LION #1362,Groceries,Sale,-41.96,
05/11/2025,05/12/2025,SP CARBINOX,Shopping,Sale,-169.95,
05/11/2025,05/12/2025,TEXAS ROADHOUSE #2064,Food & Drink,Sale,-129.28,
05/10/2025,05/12/2025,TRAVIS MARINE,Shopping,Sale,-305.41,
05/11/2025,05/12/2025,TST* LOS PRIMOS,Food & Drink,Sale,-41.19,
05/10/2025,05/11/2025,BP#1202000PLANTATION MAR,Gas,Sale,-73.07,
05/10/2025,05/11/2025,ROANE STATE COMM COLLEGE,Education,Sale,-6.00,
05/10/2025,05/11/2025,BP#1202000PLANTATION MAR,Gas,Sale,-5.03,
05/09/2025,05/11/2025,Prime Video *NW1T14JT2,Shopping,Sale,-4.37,
05/10/2025,05/11/2025,DAIRY QUEEN #44400,Food & Drink,Sale,-13.36,
05/09/2025,05/11/2025,Prime Video Channels,Shopping,Sale,-10.94,
05/09/2025,05/11/2025,THE UPS STORE 3376,Personal,Sale,-48.22,
05/09/2025,05/11/2025,KROGER #862,Groceries,Sale,-50.62,
05/08/2025,05/11/2025,FOOD LION #1362,Groceries,Sale,-75.74,
05/10/2025,05/11/2025,AMAZON MKTPL*NI2W211Q1,Shopping,Sale,-13.16,
05/08/2025,05/11/2025,CHICK-FIL-A #02847,Food & Drink,Sale,-26.91,
05/08/2025,05/09/2025,DOLLAR GENERAL #30122,Shopping,Sale,-10.93,
05/08/2025,05/09/2025,Prime Video *NI9094LT0,Shopping,Sale,-4.26,
05/06/2025,05/08/2025,HOBBY LOBBY #282,Shopping,Sale,-16.44,
05/07/2025,05/08/2025,AMAZON MKTPL*NB2K637E0,Shopping,Sale,-32.77,
05/07/2025,05/08/2025,ATMOS ENERGY,Bills & Utilities,Sale,-43.99,
05/07/2025,05/08/2025,FOOD LION #1362,Groceries,Sale,-109.35,
05/08/2025,05/08/2025,STARBUCKS 800-782-7282,Food & Drink,Sale,-10.00,
05/06/2025,05/08/2025,OLIVE GARDEN ZK 0021844,Food & Drink,Sale,-98.17,
05/07/2025,05/07/2025,PURCHASE INTEREST CHARGE,Fees & Adjustments,Fee,-425.43,
05/06/2025,05/07/2025,SP ALOHA,Groceries,Sale,-74.23,
05/06/2025,05/07/2025,Prime Video *NB1PT8DH1,Shopping,Sale,-4.37,
05/06/2025,05/07/2025,PetSmart,Shopping,Sale,-80.78,
05/05/2025,05/07/2025,FULLFOCUSPL,Shopping,Sale,-108.41,
05/05/2025,05/07/2025,WENDYS #7852,Food & Drink,Sale,-13.37,
05/05/2025,05/06/2025,PAYYOURSELFBACK CREDIT,Fees & Adjustments,Adjustment,17.47,
05/05/2025,05/06/2025,PAYYOURSELFBACK CREDIT,Fees & Adjustments,Adjustment,1129.60,
05/05/2025,05/06/2025,PAYYOURSELFBACK CREDIT,Fees & Adjustments,Adjustment,5.49,
05/05/2025,05/06/2025,BATTERIES + BULBS-#0803,Shopping,Sale,-298.51,
05/05/2025,05/06/2025,PANDA EXPRESS 2908,Food & Drink,Sale,-26.00,
05/05/2025,05/06/2025,I3B*BLOUNT TN CLERK,Bills & Utilities,Sale,-33.74,
05/05/2025,05/06/2025,AMAZON MKTPL*NI0P80V22,Shopping,Sale,-33.35,
05/06/2025,05/06/2025,AMZ*Hey Dude Officia,Shopping,Sale,-53.78,
05/05/2025,05/06/2025,PETSMART # 1726,Shopping,Sale,-29.17,
05/05/2025,05/06/2025,BATTERIES + BULBS-#0803,Shopping,Return,22.00,
05/05/2025,05/06/2025,SEYMOUR CHIROPRACTIC CL,Health & Wellness,Sale,-68.00,
05/04/2025,05/05/2025,CVS/PHARMACY #06359,Health & Wellness,Sale,-26.42,
05/04/2025,05/05/2025,BP#1202000PLANTATION MAR,Gas,Sale,-27.43,
05/05/2025,05/05/2025,SP FULLFOCUSPLANNER,Shopping,Sale,-164.81,
05/04/2025,05/05/2025,FOOD LION #1362,Groceries,Sale,-36.33,
05/04/2025,05/05/2025,DOLLAR GENERAL #17460,Shopping,Sale,-31.89,
05/04/2025,05/05/2025,WALGREENS #15906,Health & Wellness,Sale,-5.57,
05/04/2025,05/05/2025,AMAZON MKTPL*NB1O18TV0,Shopping,Sale,-30.61,
05/03/2025,05/04/2025,Payment Thank You-Mobile,,Payment,13000.00,
05/02/2025,05/04/2025,BURGER KING #9977,Food & Drink,Sale,-5.49,
05/03/2025,05/04/2025,PAPA JOHN'S #0347,Food & Drink,Sale,-31.97,
05/04/2025,05/04/2025,GOOGLE *YouTube TV,Entertainment,Sale,-90.87,
05/03/2025,05/04/2025,RITUAL* 2R2A4E-0001,Groceries,Sale,-25.68,
05/03/2025,05/04/2025,MCDONALD'S F35773,Food & Drink,Sale,-9.42,
05/03/2025,05/04/2025,C &amp; D WHOLESALE INC,Automotive,Sale,-836.99,
05/02/2025,05/04/2025,CHICK-FIL-A #02847,Food & Drink,Sale,-30.57,
05/02/2025,05/04/2025,DISCOUNT TIRE TNN 13,Automotive,Sale,-104.10,
05/01/2025,05/02/2025,FOOD LION #1362,Groceries,Sale,-53.24,
05/01/2025,05/02/2025,Amazon Digit*N242T0R01,Shopping,Sale,-8.75,
05/01/2025,05/02/2025,HERITAGE NUTRITION,Shopping,Sale,-23.56,
05/01/2025,05/02/2025,KROGER FUEL #9683,Gas,Sale,-39.00,
04/30/2025,05/01/2025,TST*BURGER STATION 120,Food & Drink,Sale,-59.74,
04/30/2025,05/01/2025,BP#1202000PLANTATION MAR,Gas,Sale,-14.58,
04/29/2025,05/01/2025,ZAXBY'S #15001,Food & Drink,Sale,-36.18,
04/30/2025,05/01/2025,HIBACHI FACTORY DTW,Food & Drink,Sale,-26.08,
04/30/2025,05/01/2025,PETLABCO,Shopping,Sale,-64.88,
04/29/2025,04/30/2025,APPLE.COM/BILL,Shopping,Sale,-40.33,
04/30/2025,04/30/2025,Two Doors Down,Food & Drink,Sale,-29.76,
04/29/2025,04/30/2025,Two Doors Down,Food & Drink,Sale,-36.34,
04/29/2025,04/30/2025,SMOKY MOUNTAIN HARLEY-,Automotive,Sale,-1613.56,
04/27/2025,04/29/2025,PUBLIX SUPERMARKETS #1416,Groceries,Sale,-104.79,
04/28/2025,04/29/2025,PANERA BREAD #202613 O,Food & Drink,Sale,-21.00,
04/29/2025,04/29/2025,Amazon.com*NB2QI8GF2,Shopping,Sale,-67.12,
04/28/2025,04/28/2025,VZWRLSS*APOCC VISE,Bills & Utilities,Sale,-296.53,
04/26/2025,04/28/2025,BLACKHORSE PUB &amp; BREWERY,Food & Drink,Sale,-31.34,
04/27/2025,04/28/2025,Subway 50767,Food & Drink,Sale,-108.29,
04/27/2025,04/28/2025,WEIGELS #85 Q88,Gas,Sale,-42.48,
04/27/2025,04/28/2025,BP#1202000PLANTATION MAR,Gas,Sale,-85.00,
04/27/2025,04/28/2025,BP#1202000PLANTATION MAR,Gas,Sale,-30.40,
04/26/2025,04/28/2025,BLACKHORSE PUB &amp; BREWERY,Food & Drink,Sale,-20.17,
04/25/2025,04/27/2025,SQ *SOUTHERN TWIST NUTRIT,Food & Drink,Sale,-26.40,
04/24/2025,04/27/2025,MMS-UNIV OF TENNESSEE,Food & Drink,Sale,-9.68,
04/25/2025,04/27/2025,BROWNS CREEK WINE AND SPI,Food & Drink,Sale,-65.83,
04/26/2025,04/27/2025,KROGER #862,Groceries,Sale,-28.43,
