Transaction Date,Post Date,Description,Category,Type,Amount,Memo
06/06/2024,06/07/2024,LABEL RESTAURANT,Food & Drink,Sale,-88.10,
06/04/2024,06/05/2024,FOOD LION #1362,Groceries,Sale,-89.46,
06/04/2024,06/05/2024,MOULIN GD POULGUIN,Food & Drink,Sale,-3.27,
06/04/2024,06/05/2024,V SHRED LLC,Groceries,Sale,-53.66,
06/04/2024,06/05/2024,SARL LEVER,Home,Sale,-7.63,
06/04/2024,06/05/2024,V SHRED LLC,Groceries,Sale,-62.42,
06/04/2024,06/04/2024,Payment Thank You-Mobile,,Payment,11000.00,
06/03/2024,06/04/2024,AMZN Mktp US*EM5Y19QE3,Shopping,Sale,-99.85,
06/03/2024,06/04/2024,PetSmart,Shopping,Sale,-75.05,
06/03/2024,06/04/2024,WEIGELS #46 Q88,Gas,Sale,-45.58,
06/03/2024,06/04/2024,AMZN Mktp US*CL1FS65S3,Shopping,Sale,-7.42,
05/31/2024,06/03/2024,VolunteerStorageMary2,Home,Sale,-130.00,
06/02/2024,06/03/2024,ADVANCE AUTO PARTS #3190,Automotive,Sale,-50.46,
06/02/2024,06/03/2024,LOWES #00638*,Home,Sale,-586.04,
05/31/2024,06/02/2024,ZAXBY'S #15001,Food & Drink,Sale,-28.96,
06/01/2024,06/02/2024,WALMART.COM,Shopping,Sale,-229.60,
06/01/2024,06/02/2024,FLUGHAFEN BERLIN BRAND,Shopping,Sale,-4.35,
05/30/2024,06/02/2024,CHICK-FIL-A #02847,Food & Drink,Sale,-28.60,
05/31/2024,06/02/2024,Zoo Leipzig GmbH,Entertainment,Sale,-24.95,
06/01/2024,06/02/2024,FOOD LION #1362,Groceries,Sale,-78.63,
05/31/2024,06/02/2024,Zoo Leipzig GmbH,Entertainment,Sale,-2.17,
05/31/2024,06/02/2024,AmRest DE Sp. z o.o. &amp; Co,Food & Drink,Sale,-3.24,
05/31/2024,06/02/2024,AmRest DE Sp. z o.o. &amp; Co,Food & Drink,Sale,-6.49,
05/31/2024,06/02/2024,HIBACHI FACTORY CA,Food & Drink,Sale,-30.74,
05/30/2024,05/31/2024,Schloss Wernigerode GmbH,Shopping,Sale,-8.69,
05/29/2024,05/31/2024,AIR FRANCE  0574213012095,Travel,Sale,-5.60,
05/30/2024,05/31/2024,Rocky Top Waffles,Food & Drink,Sale,-31.50,
05/29/2024,05/31/2024,LOOPE POOL AND SPA  LLC,Home,Sale,-36.21,
05/30/2024,05/31/2024,I3B*BLOUNT TN CLERK,Bills & Utilities,Sale,-33.74,
05/30/2024,05/31/2024,UZR*Schlossterrassen,Food & Drink,Sale,-15.32,
05/29/2024,05/30/2024,AMZN Mktp US*ZQ19Z47H3,Shopping,Sale,-125.06,
05/28/2024,05/30/2024,MURPHY EXPRESS 8868,Gas,Sale,-49.13,
05/29/2024,05/30/2024,HIBACHI FACTORY CA,Food & Drink,Sale,-34.34,
05/29/2024,05/30/2024,Zum alten Forsthaus Todte,Food & Drink,Sale,-41.82,
05/28/2024,05/30/2024,ZAXBY'S #15001,Food & Drink,Sale,-27.44,
05/28/2024,05/30/2024,HOMEDEPOT.COM,Home,Sale,-16.44,
05/28/2024,05/30/2024,HOMEDEPOT.COM,Home,Sale,-1040.43,
05/29/2024,05/30/2024,PANDA EXPRESS 2908,Food & Drink,Sale,-14.27,
05/28/2024,05/29/2024,Muddastadt GmbH  Filiale,Shopping,Sale,-53.18,
05/27/2024,05/29/2024,HOBBY LOBBY #282,Shopping,Sale,-38.80,
05/28/2024,05/29/2024,ALT-BERLINER WIRTSHAUS,Food & Drink,Sale,-30.41,
05/28/2024,05/29/2024,BK BERLIN KAUFHAUS,Groceries,Sale,-17.37,
05/28/2024,05/29/2024,Rossmann 676,Health & Wellness,Sale,-7.59,
05/28/2024,05/29/2024,AMZN Mktp US*UW6XK7R53,Shopping,Sale,-8.89,
05/28/2024,05/29/2024,SP 10XHEALTHSYSTEM,Health & Wellness,Sale,-599.00,
05/27/2024,05/28/2024,AMZN Mktp US*DL12K6UP3,Shopping,Sale,-252.41,
05/27/2024,05/28/2024,PUBLIX #1779,Groceries,Sale,-114.03,
05/27/2024,05/28/2024,BP#1202000PLANTATION MAR,Gas,Sale,-5.69,
05/25/2024,05/27/2024,EWR C3 CIBO EXPRESS 131,Food & Drink,Sale,-17.97,
05/25/2024,05/27/2024,NASHVILLE AIRPORT,Food & Drink,Sale,-9.56,
05/26/2024,05/27/2024,DOLLAR GENERAL #17460,Shopping,Sale,-19.22,
05/25/2024,05/27/2024,EWR C3 CIBO EXPRESS 131,Food & Drink,Sale,-11.29,
05/24/2024,05/26/2024,GAS N  GO #634,Gas,Sale,-47.42,
05/24/2024,05/26/2024,CVS/PHARMACY #03740,Health & Wellness,Sale,-24.21,
05/25/2024,05/26/2024,MNAA PARKING 2023,Travel,Sale,-30.00,
05/25/2024,05/26/2024,OCHARLEYS263LEBANON,Food & Drink,Sale,-75.87,
05/21/2024,05/24/2024,ISTORAGE 8333,Home,Sale,-292.00,
05/23/2024,05/24/2024,ARAMARK UNIV OF TENN,Food & Drink,Sale,-16.00,
05/23/2024,05/24/2024,ARAMARK UNIV OF TENN,Food & Drink,Sale,-14.00,
05/23/2024,05/24/2024,MCDONALD'S F21687,Food & Drink,Sale,-16.55,
05/23/2024,05/24/2024,OSAKA JAPANESE GRILL,Food & Drink,Sale,-15.88,
05/22/2024,05/23/2024,Rocky Top Waffles,Food & Drink,Sale,-35.00,
05/22/2024,05/23/2024,HIBACHI FACTORY CA,Food & Drink,Sale,-32.29,
05/21/2024,05/22/2024,WEIGELS #46 Q88,Gas,Sale,-113.37,
05/19/2024,05/22/2024,MAPCO 3666,Gas,Sale,-35.00,
05/19/2024,05/21/2024,RACETRAC661   00006619,Gas,Sale,-25.73,
05/20/2024,05/21/2024,AMERICAN HEART SE,Gifts & Donations,Sale,-50.00,
05/20/2024,05/21/2024,MCDONALD'S F21687,Food & Drink,Sale,-19.71,
05/19/2024,05/20/2024,CIRCLE K 06716,Gas,Sale,-41.18,
05/19/2024,05/20/2024,FOOD LION #1362,Groceries,Sale,-122.19,
05/18/2024,05/20/2024,JIMMY JOHNS 3820,Food & Drink,Sale,-31.26,
05/19/2024,05/20/2024,EXXON BIG FOOT TRAVEL,Gas,Sale,-48.93,
05/19/2024,05/20/2024,EL TOREO,Food & Drink,Sale,-51.21,
05/19/2024,05/20/2024,CIRCLE K 06716,Gas,Sale,-5.21,
05/17/2024,05/19/2024,CHILI'S ORMOND BEACH,Food & Drink,Sale,-182.57,
05/17/2024,05/19/2024,MAUI NIX #4 OCEAN WALK,Shopping,Sale,-85.15,
05/18/2024,05/19/2024,WYNDHAM OCEAN WALK F/B,Food & Drink,Sale,-17.76,
05/18/2024,05/19/2024,CIRCLE K # 23686,Gas,Sale,-44.07,
05/18/2024,05/19/2024,WYNDHAM OCEAN WALK F/B,Food & Drink,Sale,-5.86,
05/18/2024,05/19/2024,WYNDHAM OCEAN WALK F/B,Food & Drink,Sale,-5.86,
05/19/2024,05/19/2024,WYNDHAM OCEAN WALK F/B,Food & Drink,Sale,-11.72,
05/19/2024,05/19/2024,WYNDHAM OCEAN WALK,Travel,Sale,-456.89,
05/19/2024,05/19/2024,WYNDHAM OCEAN WALK,Travel,Sale,-426.43,
05/17/2024,05/19/2024,BASKIN #361929 Q35,Food & Drink,Sale,-15.18,
05/17/2024,05/19/2024,OPENAI *CHATGPT SUBSCR,Shopping,Sale,-21.95,
05/17/2024,05/17/2024,WYNDHAM OCEAN WALK,Travel,Sale,-326.74,
05/15/2024,05/17/2024,NAPOLI PIZZA AND NEW YORK,Food & Drink,Sale,-50.18,
05/17/2024,05/17/2024,WYNDHAM OCEAN WALK,Travel,Sale,-526.11,
05/16/2024,05/17/2024,STARLITE DINER,Food & Drink,Sale,-45.74,
05/15/2024,05/16/2024,WYNDHAM OCEAN WALK,Travel,Sale,-142.61,
05/15/2024,05/16/2024,WYNDHAM OCEAN WALK,Travel,Sale,-48.56,
05/15/2024,05/16/2024,ANCIENT NUTRITION,Groceries,Sale,-27.94,
05/15/2024,05/16/2024,ANCIENT NUTRITION,Groceries,Sale,-49.40,
05/15/2024,05/16/2024,ADAMS EGG RESTAURANT,Food & Drink,Sale,-42.18,
05/15/2024,05/16/2024,SP THESUNNYZONE,Shopping,Sale,-39.94,
05/15/2024,05/16/2024,WYNDHAM OCEAN WALK,Travel,Sale,-7.35,
05/14/2024,05/15/2024,FOOD LION #1362,Groceries,Sale,-201.84,
05/13/2024,05/15/2024,THE RITE TRACK,Gas,Sale,-48.43,
05/15/2024,05/15/2024,Prime Video Channels,Shopping,Sale,-10.67,
05/13/2024,05/15/2024,MOES 334,Food & Drink,Sale,-52.71,
05/15/2024,05/15/2024,WYNDHAM OCEAN WALK F/B,Food & Drink,Sale,-6.74,
05/13/2024,05/15/2024,TST* RIVER GRILLE,Food & Drink,Sale,-82.56,
05/14/2024,05/15/2024,WALGREENS #4798,Health & Wellness,Sale,-30.34,
05/14/2024,05/15/2024,SQ *RITTER'S FROZEN CUSTA,Groceries,Sale,-43.84,
05/14/2024,05/15/2024,GINZA STEAKHOUSE &amp; SUSHI,Food & Drink,Sale,-273.98,
05/12/2024,05/15/2024,QT 1731 OUTSIDE,Gas,Sale,-41.23,
05/14/2024,05/15/2024,BEACH BAGEL CAFE DAYTONA,Food & Drink,Sale,-36.37,
05/14/2024,05/15/2024,WCI*WASTE CONN OF TN,Bills & Utilities,Sale,-53.82,
05/12/2024,05/14/2024,EXXON 7-ELEVEN 41065,Gas,Sale,-30.28,
05/14/2024,05/14/2024,AMAZON PRIME*N91TY7AG3,Shopping,Sale,-6.56,
05/14/2024,05/14/2024,PetSmart,Shopping,Sale,-56.28,
05/13/2024,05/14/2024,PUBLIX #814,Groceries,Sale,-200.68,
05/13/2024,05/14/2024,PILOT 500,Gas,Sale,-8.43,
05/13/2024,05/14/2024,HOLIDAY INN EXPRESS CORD,Travel,Sale,-150.12,
05/13/2024,05/14/2024,PILOT_00500,Gas,Sale,-50.01,
05/12/2024,05/14/2024,EXXON 7-ELEVEN 41065,Gas,Sale,-11.25,
05/12/2024,05/13/2024,PAPA JOHN'S #0347,Food & Drink,Sale,-34.43,
05/11/2024,05/13/2024,PAR*SMOOTHIE KING SK0513,Food & Drink,Sale,-22.68,
05/12/2024,05/13/2024,Sol Azteca Mexican Grill,Food & Drink,Sale,-39.92,
05/11/2024,05/13/2024,HILTON ADVPURCH8002367113,Travel,Sale,-224.77,
05/11/2024,05/13/2024,JUST 1 MORE BAR AND GRILL,Food & Drink,Sale,-44.00,
05/12/2024,05/12/2024,REDEMPTION CREDIT,Fees & Adjustments,Adjustment,21.84,
05/12/2024,05/12/2024,REDEMPTION CREDIT,Fees & Adjustments,Adjustment,48.28,
05/12/2024,05/12/2024,REDEMPTION CREDIT,Fees & Adjustments,Adjustment,139.00,
05/12/2024,05/12/2024,REDEMPTION CREDIT,Fees & Adjustments,Adjustment,6.56,
05/12/2024,05/12/2024,REDEMPTION CREDIT,Fees & Adjustments,Adjustment,94.00,
05/12/2024,05/12/2024,REDEMPTION CREDIT,Fees & Adjustments,Adjustment,10.00,
05/12/2024,05/12/2024,REDEMPTION CREDIT,Fees & Adjustments,Adjustment,228.00,
05/12/2024,05/12/2024,REDEMPTION CREDIT,Fees & Adjustments,Adjustment,60.73,
05/12/2024,05/12/2024,REDEMPTION CREDIT,Fees & Adjustments,Adjustment,60.36,
05/12/2024,05/12/2024,REDEMPTION CREDIT,Fees & Adjustments,Adjustment,10.82,
05/12/2024,05/12/2024,REDEMPTION CREDIT,Fees & Adjustments,Adjustment,68.00,
05/12/2024,05/12/2024,REDEMPTION CREDIT,Fees & Adjustments,Adjustment,27.13,
05/10/2024,05/12/2024,AIR FRANCE  0574212383132,Travel,Sale,-12.90,
05/11/2024,05/12/2024,AMZN Mktp US*1O54D35I3,Shopping,Sale,-32.91,
05/10/2024,05/12/2024,AIR FRANCE  0574212383131,Travel,Sale,-12.90,
05/11/2024,05/12/2024,Rocky Top Waffles,Food & Drink,Sale,-18.40,
05/10/2024,05/12/2024,MCDONALD'S F21687,Food & Drink,Sale,-9.86,
05/10/2024,05/12/2024,On Sportswear,Shopping,Sale,-186.56,
05/10/2024,05/12/2024,GAS N GO #774,Gas,Sale,-35.00,
05/11/2024,05/12/2024,BP#1202000PLANTATION MAR,Gas,Sale,-15.19,
05/10/2024,05/12/2024,TOP GOLF KNOXVILLE 92-2,Entertainment,Sale,-100.30,
05/09/2024,05/10/2024,PY *Urbanex Pest Control,Home,Sale,-139.00,
05/08/2024,05/10/2024,TST* SILVIAS MEXICAN RES,Food & Drink,Sale,-48.28,
05/09/2024,05/10/2024,AMAZON PRIME*UY3FZ8TI3,Shopping,Sale,-6.56,
05/09/2024,05/10/2024,HIBACHI FACTORY CA,Food & Drink,Sale,-27.13,
05/08/2024,05/09/2024,WEIGELS #52 Q88,Gas,Sale,-60.73,
05/08/2024,05/09/2024,SQ *DARLIN DOGGIE DO'S,Professional Services,Sale,-228.00,
05/08/2024,05/09/2024,STARBUCKS 800-782-7282,Food & Drink,Sale,-10.00,
05/07/2024,05/08/2024,WEIGELS #46 Q88,Gas,Sale,-68.00,
05/07/2024,05/08/2024,MCDONALD'S F21687,Food & Drink,Sale,-10.82,
05/07/2024,05/08/2024,CHIPOTLE 4483,Food & Drink,Sale,-21.84,
05/07/2024,05/08/2024,TARGET        00012500,Shopping,Sale,-60.36,
05/07/2024,05/07/2024,PURCHASE INTEREST CHARGE,Fees & Adjustments,Fee,-404.84,
05/05/2024,05/07/2024,CHEDDAR'S ZK 0202143,Food & Drink,Sale,-94.00,
05/04/2024,05/07/2024,CEDAR SPRINGS CHRISTIA,Shopping,Sale,-16.38,
05/06/2024,05/07/2024,BOJANGLES 1193,Food & Drink,Sale,-23.56,
05/05/2024,05/06/2024,KROGER #862,Groceries,Sale,-214.40,
05/04/2024,05/06/2024,LOOPE POOL AND SPA  LLC,Home,Sale,-256.65,
05/05/2024,05/06/2024,VTG*Sunlit Vacation Renta,Professional Services,Sale,-897.96,
05/04/2024,05/06/2024,HIBACHI GRILL &amp; SUPREME.,Food & Drink,Sale,-39.01,
05/03/2024,05/05/2024,Vrbo Fee,Travel,Sale,-180.00,
05/03/2024,05/05/2024,CORNER 16 #118,Food & Drink,Sale,-129.10,
05/02/2024,05/05/2024,OLIVE GARDEN 0021844,Food & Drink,Sale,-88.67,
05/03/2024,05/05/2024,FOOD LION #1362,Groceries,Sale,-219.79,
05/04/2024,05/05/2024,LOWES #00638*,Home,Sale,-65.84,
05/04/2024,05/05/2024,WALGREENS #3388,Health & Wellness,Sale,-6.35,
05/04/2024,05/05/2024,BP#1202000PLANTATION MAR,Gas,Sale,-44.51,
05/03/2024,05/05/2024,CHICK-FIL-A #02847,Food & Drink,Sale,-24.94,
05/03/2024,05/05/2024,AMZN Mktp US*D67WE96G3,Shopping,Sale,-8.77,
05/03/2024,05/05/2024,VTG*Sunlit Vacation Renta,Professional Services,Sale,-897.96,
04/30/2024,05/03/2024,VolunteerStorageMary2,Home,Sale,-130.00,
05/01/2024,05/03/2024,FIVE GUYS TN 0279 QSR,Food & Drink,Sale,-44.24,
05/02/2024,05/03/2024,RANGE USA KNOXVILLE,Shopping,Sale,-26.22,
05/01/2024,05/03/2024,LOOPE POOL AND SPA  LLC,Home,Sale,-152.53,
05/01/2024,05/02/2024,MIKATA JAPANESE GRILL &amp;,Food & Drink,Sale,-69.16,
04/30/2024,05/02/2024,CHICK-FIL-A #02847,Food & Drink,Sale,-23.74,
05/01/2024,05/02/2024,AMZN Mktp US*JC0047RH3,Shopping,Sale,-21.92,
04/29/2024,05/01/2024,SHELL OIL 57545867509,Gas,Sale,-6.61,
04/30/2024,05/01/2024,NOODLES &amp; CO 9021,Food & Drink,Sale,-17.42,
04/30/2024,05/01/2024,PANDA EXPRESS 2908,Food & Drink,Sale,-28.32,
04/29/2024,05/01/2024,MARYVILLE FASTENER,Home,Sale,-18.65,
04/29/2024,04/30/2024,KROGER FUEL #9628,Gas,Sale,-35.01,
04/28/2024,04/30/2024,TOP GOLF KNOXVILLE 92-2,Entertainment,Sale,-78.55,
04/28/2024,04/29/2024,PAPA JOHN'S #0347,Food & Drink,Sale,-34.95,
04/28/2024,04/29/2024,BP#1202000PLANTATION MAR,Gas,Sale,-15.94,
04/27/2024,04/28/2024,EL JIMADOR MEXICAN GRILL,Food & Drink,Sale,-47.38,
04/25/2024,04/28/2024,BLAZE PIZZA #1296,Food & Drink,Sale,-33.86,
04/27/2024,04/28/2024,Rocky Top Waffles,Food & Drink,Sale,-32.50,
04/25/2024,04/28/2024,MURPHY EXPRESS 8868,Gas,Sale,-56.96,
04/25/2024,04/28/2024,SHELL OIL 10001986024,Gas,Sale,-37.00,
04/28/2024,04/28/2024,STARBUCKS 800-782-7282,Food & Drink,Sale,-10.00,
04/26/2024,04/28/2024,FOOD LION #1362,Groceries,Sale,-21.52,
04/26/2024,04/28/2024,NICALAKER.COM,Shopping,Sale,-54.99,
04/26/2024,04/28/2024,PetSmart,Shopping,Sale,-75.06,
04/27/2024,04/28/2024,AMZN Mktp US*6X23B99B3,Shopping,Sale,-94.36,
04/25/2024,04/28/2024,TST* SILVIAS MEXICAN RES,Food & Drink,Sale,-80.57,
04/27/2024,04/28/2024,EL JIMADOR MEXICAN GRILL,Food & Drink,Sale,-27.61,
04/25/2024,04/26/2024,Rocky Top Waffles,Food & Drink,Sale,-39.50,
04/25/2024,04/26/2024,WAL-MART #672,Groceries,Sale,-27.38,
04/24/2024,04/25/2024,WALGREENS #10612,Health & Wellness,Sale,-69.48,
04/24/2024,04/25/2024,FOOD LION #1362,Groceries,Sale,-14.88,
04/23/2024,04/25/2024,ZAXBY'S #15001,Food & Drink,Sale,-35.47,
04/24/2024,04/25/2024,SQ *THE SPOT NUTRITION,Food & Drink,Sale,-21.02,
04/24/2024,04/25/2024,EL CANTARITO 2,Food & Drink,Sale,-28.08,
04/23/2024,04/24/2024,Audible*2S55611N3,Bills & Utilities,Sale,-16.37,
04/23/2024,04/24/2024,TJ MAXX #718,Shopping,Sale,-170.08,
04/22/2024,04/23/2024,ISTORAGE 8333,Home,Sale,-280.00,
04/22/2024,04/23/2024,FOOD LION #1362,Groceries,Sale,-187.52,
04/22/2024,04/23/2024,CAPTAIN D'S 3202,Food & Drink,Sale,-34.95,
04/21/2024,04/22/2024,EL JIMADOR MEXICAN GRILL,Food & Drink,Sale,-71.20,
04/20/2024,04/22/2024,MARYVILLE FASTENER,Home,Sale,-26.34,
04/21/2024,04/22/2024,BP#1202000PLANTATION MAR,Gas,Sale,-14.64,
04/20/2024,04/22/2024,PURE NAIL BAR,Personal,Sale,-17.00,
04/20/2024,04/22/2024,THE HOME DEPOT 724,Home,Sale,-109.60,
04/21/2024,04/22/2024,KROGER #683,Groceries,Sale,-22.19,
04/22/2024,04/22/2024,AMZN Mktp US*RS3D759F3,Shopping,Sale,-19.31,
04/21/2024,04/22/2024,AMZN Mktp US*HA08262T3,Shopping,Sale,-1535.40,
04/19/2024,04/21/2024,WASHINGTON CLEANERS,Personal,Sale,-47.96,
04/19/2024,04/21/2024,FOOD LION #1362,Groceries,Sale,-218.95,
04/19/2024,04/21/2024,BP#1202000PLANTATION MAR,Gas,Sale,-23.06,
04/20/2024,04/21/2024,FOOD LION #1362,Groceries,Sale,-18.89,
04/20/2024,04/21/2024,EARTHBREEZE.COM,Personal,Sale,-13.17,
04/19/2024,04/21/2024,WEIGELS #52 Q88,Gas,Sale,-40.00,
04/19/2024,04/21/2024,FOOD LION #1362,Groceries,Sale,-32.88,
04/20/2024,04/21/2024,BP#1202000PLANTATION MAR,Gas,Sale,-5.03,
04/19/2024,04/21/2024,CHICK-FIL-A #04182,Food & Drink,Sale,-7.21,
04/18/2024,04/21/2024,CHICK-FIL-A #02847,Food & Drink,Sale,-21.58,
04/18/2024,04/19/2024,FOOD LION #1467,Groceries,Sale,-2.67,
04/18/2024,04/19/2024,MCDONALD'S F21687,Food & Drink,Sale,-15.55,
04/18/2024,04/19/2024,Rocky Top Waffles,Food & Drink,Sale,-13.00,
04/17/2024,04/19/2024,TST* CHAPULINE STREETACOS,Food & Drink,Sale,-9.11,
04/17/2024,04/19/2024,TACO BELL 735461,Food & Drink,Sale,-17.49,
04/18/2024,04/19/2024,AMZN Mktp US*597934CZ3,Shopping,Sale,-59.10,
04/17/2024,04/18/2024,CHATGPT SUBSCRIPTION,Shopping,Sale,-21.95,
04/16/2024,04/18/2024,ZAXBY'S #15001,Food & Drink,Sale,-28.28,
04/17/2024,04/18/2024,PANDA EXPRESS 2908,Food & Drink,Sale,-25.00,
04/16/2024,04/17/2024,MCDONALD'S F21687,Food & Drink,Sale,-12.13,
04/15/2024,04/17/2024,BURGER KING #9977,Food & Drink,Sale,-11.17,
04/17/2024,04/17/2024,Payment Thank You-Mobile,,Payment,25000.00,
04/15/2024,04/16/2024,DOLLAR TREE,Shopping,Sale,-21.95,
04/15/2024,04/16/2024,CHIPOTLE 4483,Food & Drink,Sale,-16.79,
04/15/2024,04/16/2024,WAL-MART #672,Groceries,Sale,-132.61,
04/14/2024,04/16/2024,OUTBACK 4314,Food & Drink,Sale,-200.77,
04/14/2024,04/16/2024,WPY*GOOD VIBES ON THE RIV,Food & Drink,Sale,-36.70,
04/14/2024,04/15/2024,WEIGELS #50 Q88,Gas,Sale,-37.50,
